company,statement,item,period,value
GARANTI,pnl,DÖNEM NET KARI VEYA ZARARI,2026/06,1455184
GARANTI,pnl,DÖNEM NET KARI VEYA ZARARI,2025/06,772753
GARANTI,pnl,Kontrol Gücü Olmayan Paylar,2026/06,0
GARANTI,pnl,Kontrol Gücü Olmayan Paylar,2025/06,
GARANTI,pnl,Ana Ortaklık Payları,2026/06,1455184
GARANTI,pnl,Ana Ortaklık Payları,2025/06,772753
GARANTI,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
GARANTI,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
GARANTI,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
GARANTI,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
GARANTI,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
GARANTI,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
GARANTI,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
GARANTI,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
IS,balance,"NAKİT, NAKİT BENZERLERİ ve MERKEZ BANKASI",2026/06,1784910
IS,balance,"NAKİT, NAKİT BENZERLERİ ve MERKEZ BANKASI",2025/12,726803
IS,balance,GERÇEĞE UYGUN DEĞER FARKI KAR/ZARARA YANSITILAN FİNANSAL VARLIKLAR (Net),2026/06,22000
IS,balance,GERÇEĞE UYGUN DEĞER FARKI KAR/ZARARA YANSITILAN FİNANSAL VARLIKLAR (Net),2025/12,12396
IS,balance,TÜREV FİNANSAL VARLIKLAR,2026/06,3655
IS,balance,TÜREV FİNANSAL VARLIKLAR,2025/12,2888
IS,balance,GERÇEĞE UYGUN DEĞER FARKI DİĞER KAPSAMLI GELİRE YANSITILAN FİNANSAL VARLIKLAR (Net),2026/06,1329450
IS,balance,GERÇEĞE UYGUN DEĞER FARKI DİĞER KAPSAMLI GELİRE YANSITILAN FİNANSAL VARLIKLAR (Net),2025/12,1470653
IS,balance,İTFA EDİLMİŞ MALİYETİ İLE ÖLÇÜLEN FİNANSAL VARLIKLAR (Net),2026/06,50493030
IS,balance,İTFA EDİLMİŞ MALİYETİ İLE ÖLÇÜLEN FİNANSAL VARLIKLAR (Net),2025/12,36424535
IS,balance,Faktoring Alacakları,2026/06,50728256
IS,balance,Faktoring Alacakları,2025/12,36455462
IS,balance,İskontolu Faktoring Alacakları (Net),2026/06,18866621
IS,balance,İskontolu Faktoring Alacakları (Net),2025/12,13618604
IS,balance,Diğer Faktoring Alacakları,2026/06,31861635
IS,balance,Diğer Faktoring Alacakları,2025/12,22836858
IS,balance,Tasarruf Finansman Alacakları,2026/06,0
IS,balance,Tasarruf Finansman Alacakları,2025/12,0
IS,balance,Tasarruf Fon Havuzundan,2026/06,0
IS,balance,Tasarruf Fon Havuzundan,2025/12,0
IS,balance,Özkaynaklardan,2026/06,0
IS,balance,Özkaynaklardan,2025/12,0
IS,balance,Finansman Kredileri,2026/06,0
IS,balance,Finansman Kredileri,2025/12,0
IS,balance,Tüketici Kredileri,2026/06,0
IS,balance,Tüketici Kredileri,2025/12,0
IS,balance,Kredi Kartları,2026/06,0
IS,balance,Kredi Kartları,2025/12,0
IS,balance,Taksitli Ticari Krediler,2026/06,0
IS,balance,Taksitli Ticari Krediler,2025/12,0
IS,balance,Kiralama İşlemleri (Net),2026/06,0
IS,balance,Kiralama İşlemleri (Net),2025/12,0
IS,balance,Finansal Kiralama Alacakları,2026/06,0
IS,balance,Finansal Kiralama Alacakları,2025/12,0
IS,balance,Faaliyet Kiralaması Alacakları,2026/06,0
IS,balance,Faaliyet Kiralaması Alacakları,2025/12,0
IS,balance,Kazanılmamış Gelirler (-),2026/06,-0
IS,balance,Kazanılmamış Gelirler (-),2025/12,-0
IS,balance,İtfa Edilmiş Maliyeti ile Ölçülen Diğer Finansal Varlıklar,2026/06,0
IS,balance,İtfa Edilmiş Maliyeti ile Ölçülen Diğer Finansal Varlıklar,2025/12,0
IS,balance,Takipteki Alacaklar,2026/06,531903
IS,balance,Takipteki Alacaklar,2025/12,527328
IS,balance,Beklenen Zarar Karşılıkları / Özel Karşılıklar (-),2026/06,-767129
IS,balance,Beklenen Zarar Karşılıkları / Özel Karşılıklar (-),2025/12,-558255
IS,balance,ORTAKLIK YATIRIMLARI,2026/06,0
IS,balance,ORTAKLIK YATIRIMLARI,2025/12,0
IS,balance,İştirakler (Net),2026/06,0
IS,balance,İştirakler (Net),2025/12,0
IS,balance,Bağlı Ortaklıklar (Net),2026/06,0
IS,balance,Bağlı Ortaklıklar (Net),2025/12,0
IS,balance,Birlikte Kontrol Edilen Ortaklıklar (İş Ortaklıkları) (Net),2026/06,0
IS,balance,Birlikte Kontrol Edilen Ortaklıklar (İş Ortaklıkları) (Net),2025/12,0
IS,balance,MADDİ DURAN VARLIKLAR (Net),2026/06,48976
IS,balance,MADDİ DURAN VARLIKLAR (Net),2025/12,20643
IS,balance,MADDİ OLMAYAN DURAN VARLIKLAR (Net),2026/06,13612
IS,balance,MADDİ OLMAYAN DURAN VARLIKLAR (Net),2025/12,30535
IS,balance,YATIRIM AMAÇLI GAYRİMENKULLER (Net),2026/06,0
IS,balance,YATIRIM AMAÇLI GAYRİMENKULLER (Net),2025/12,0
IS,balance,CARİ DÖNEM VERGİ VARLIĞI,2026/06,0
IS,balance,CARİ DÖNEM VERGİ VARLIĞI,2025/12,0
IS,balance,ERTELENMİŞ VERGİ VARLIĞI,2026/06,0
IS,balance,ERTELENMİŞ VERGİ VARLIĞI,2025/12,0
IS,balance,DİĞER AKTİFLER,2026/06,204252
IS,balance,DİĞER AKTİFLER,2025/12,133969
IS,balance,ARA TOPLAM,2026/06,53899885
IS,balance,ARA TOPLAM,2025/12,38822422
IS,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN VARLIKLAR (Net),2026/06,0
IS,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN VARLIKLAR (Net),2025/12,0
IS,balance,Satış Amaçlı,2026/06,0
IS,balance,Satış Amaçlı,2025/12,0
IS,balance,Durdurulan Faaliyetlere İlişkin,2026/06,0
IS,balance,Durdurulan Faaliyetlere İlişkin,2025/12,0
IS,balance,VARLIKLAR TOPLAMI,2026/06,53899885
IS,balance,VARLIKLAR TOPLAMI,2025/12,38822422
IS,balance,ALINAN KREDİLER,2026/06,39761286
IS,balance,ALINAN KREDİLER,2025/12,24726084
IS,balance,FAKTORİNG BORÇLARI,2026/06,18572
IS,balance,FAKTORİNG BORÇLARI,2025/12,38865
IS,balance,TASARRUF FON HAVUZUNDAN BORÇLAR,2026/06,0
IS,balance,TASARRUF FON HAVUZUNDAN BORÇLAR,2025/12,0
IS,balance,KİRALAMA İŞLEMLERİNDEN BORÇLAR,2026/06,37694
IS,balance,KİRALAMA İŞLEMLERİNDEN BORÇLAR,2025/12,13785
IS,balance,İHRAÇ EDİLEN MENKUL KIYMETLER (Net),2026/06,6630219
IS,balance,İHRAÇ EDİLEN MENKUL KIYMETLER (Net),2025/12,7271838
IS,balance,GERÇEĞE UYGUN DEĞER FARKI KAR ZARARA YANSITILAN FİNANSAL YÜKÜMLÜLÜKLER,2026/06,0
IS,balance,GERÇEĞE UYGUN DEĞER FARKI KAR ZARARA YANSITILAN FİNANSAL YÜKÜMLÜLÜKLER,2025/12,0
IS,balance,TÜREV FİNANSAL YÜKÜMLÜLÜKLER,2026/06,0
IS,balance,TÜREV FİNANSAL YÜKÜMLÜLÜKLER,2025/12,31133
IS,balance,KARŞILIKLAR,2026/06,79901
IS,balance,KARŞILIKLAR,2025/12,74004
IS,balance,Yeniden Yapılanma Karşılığı,2026/06,0
IS,balance,Yeniden Yapılanma Karşılığı,2025/12,0
IS,balance,Çalışan Hakları Yükümlülüğü Karşılığı,2026/06,79901
IS,balance,Çalışan Hakları Yükümlülüğü Karşılığı,2025/12,74004
IS,balance,Genel Karşılıklar,2026/06,0
IS,balance,Genel Karşılıklar,2025/12,0
IS,balance,Diğer Karşılıklar,2026/06,0
IS,balance,Diğer Karşılıklar,2025/12,0
IS,balance,CARİ VERGİ BORCU,2026/06,195679
IS,balance,CARİ VERGİ BORCU,2025/12,151681
IS,balance,ERTELENMİŞ VERGİ BORCU,2026/06,36400
IS,balance,ERTELENMİŞ VERGİ BORCU,2025/12,110650
IS,balance,SERMAYE BENZERİ BORÇLANMA ARAÇLARI,2026/06,0
IS,balance,SERMAYE BENZERİ BORÇLANMA ARAÇLARI,2025/12,0
IS,balance,DİĞER YÜKÜMLÜLÜKLER,2026/06,169808
IS,balance,DİĞER YÜKÜMLÜLÜKLER,2025/12,83537
IS,balance,ARA TOPLAM,2026/06,46929559
IS,balance,ARA TOPLAM,2025/12,32501577
IS,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN DURAN VARLIK BORÇLARI (Net),2026/06,0
IS,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN DURAN VARLIK BORÇLARI (Net),2025/12,0
IS,balance,Satış Amaçlı,2026/06,0
IS,balance,Satış Amaçlı,2025/12,0
IS,balance,Durdurulan Faaliyetlere İlişkin,2026/06,0
IS,balance,Durdurulan Faaliyetlere İlişkin,2025/12,0
IS,balance,ÖZKAYNAKLAR,2026/06,6970326
IS,balance,ÖZKAYNAKLAR,2025/12,6320845
IS,balance,Ödenmiş Sermaye,2026/06,150000
IS,balance,Ödenmiş Sermaye,2025/12,150000
IS,balance,Sermaye Yedekleri,2026/06,5053
IS,balance,Sermaye Yedekleri,2025/12,5053
IS,balance,Hisse Senedi İhraç Primleri,2026/06,0
IS,balance,Hisse Senedi İhraç Primleri,2025/12,0
IS,balance,Hisse Senedi İptal Karları,2026/06,0
IS,balance,Hisse Senedi İptal Karları,2025/12,0
IS,balance,Diğer Sermaye Yedekleri,2026/06,5053
IS,balance,Diğer Sermaye Yedekleri,2025/12,5053
IS,balance,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2026/06,1153913
IS,balance,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2025/12,1273935
IS,balance,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2026/06,0
IS,balance,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2025/12,0
IS,balance,Kar Yedekleri,2026/06,4891857
IS,balance,Kar Yedekleri,2025/12,2901198
IS,balance,Yasal Yedekler,2026/06,30183
IS,balance,Yasal Yedekler,2025/12,30183
IS,balance,Statü Yedekleri,2026/06,0
IS,balance,Statü Yedekleri,2025/12,0
IS,balance,Olağanüstü Yedekler,2026/06,4861674
IS,balance,Olağanüstü Yedekler,2025/12,2871015
IS,balance,Diğer Kar Yedekleri,2026/06,0
IS,balance,Diğer Kar Yedekleri,2025/12,0
IS,balance,Kar veya Zarar,2026/06,769503
IS,balance,Kar veya Zarar,2025/12,1990659
IS,balance,Geçmiş Yıllar Kar veya Zararı,2026/06,0
IS,balance,Geçmiş Yıllar Kar veya Zararı,2025/12,0
IS,balance,Dönem Net Kâr veya Zararı,2026/06,769503
IS,balance,Dönem Net Kâr veya Zararı,2025/12,1990659
IS,balance,Kontrol Gücü Olmayan Paylar,2026/06,0
IS,balance,Kontrol Gücü Olmayan Paylar,2025/12,0
IS,balance,YÜKÜMLÜLÜKLER TOPLAMI,2026/06,53899885
IS,balance,YÜKÜMLÜLÜKLER TOPLAMI,2025/12,38822422
IS,off_balance,RİSKİ ÜSTLENİLEN FAKTORİNG İŞLEMLERİ,2026/06,3378169
IS,off_balance,RİSKİ ÜSTLENİLEN FAKTORİNG İŞLEMLERİ,2025/12,3074685
IS,off_balance,RİSKİ ÜSTLENİLMEYEN FAKTORİNG İŞLEMLERİ,2026/06,5269336
IS,off_balance,RİSKİ ÜSTLENİLMEYEN FAKTORİNG İŞLEMLERİ,2025/12,3107153
IS,off_balance,TASARRUF FİNANSMAN SÖZLEŞMELERİ İŞLEMLERİ,2026/06,0
IS,off_balance,TASARRUF FİNANSMAN SÖZLEŞMELERİ İŞLEMLERİ,2025/12,0
IS,off_balance,ALINAN TEMİNATLAR,2026/06,467002213
IS,off_balance,ALINAN TEMİNATLAR,2025/12,407578638
IS,off_balance,VERİLEN TEMİNATLAR,2026/06,28442783
IS,off_balance,VERİLEN TEMİNATLAR,2025/12,15702953
IS,off_balance,TAAHHÜTLER,2026/06,0
IS,off_balance,TAAHHÜTLER,2025/12,0
IS,off_balance,Cayılamaz Taahhütler,2026/06,0
IS,off_balance,Cayılamaz Taahhütler,2025/12,0
IS,off_balance,Cayılabilir Taahhütler,2026/06,0
IS,off_balance,Cayılabilir Taahhütler,2025/12,0
IS,off_balance,Kiralama Taahhütleri,2026/06,0
IS,off_balance,Kiralama Taahhütleri,2025/12,0
IS,off_balance,Finansal Kiralama Taahhütleri,2026/06,0
IS,off_balance,Finansal Kiralama Taahhütleri,2025/12,0
IS,off_balance,Faaliyet Kiralama Taahhütleri,2026/06,0
IS,off_balance,Faaliyet Kiralama Taahhütleri,2025/12,0
IS,off_balance,Diğer Cayılabilir Taahhütler,2026/06,0
IS,off_balance,Diğer Cayılabilir Taahhütler,2025/12,0
IS,off_balance,TÜREV FİNANSAL ARAÇLAR,2026/06,1265342
IS,off_balance,TÜREV FİNANSAL ARAÇLAR,2025/12,5996945
IS,off_balance,Riskten Korunma Amaçlı Türev Finansal Araçlar,2026/06,0
IS,off_balance,Riskten Korunma Amaçlı Türev Finansal Araçlar,2025/12,0
IS,off_balance,Gerçeğe Uygun Değer Riskinden Korunma Amaçlı İşlemler,2026/06,0
IS,off_balance,Gerçeğe Uygun Değer Riskinden Korunma Amaçlı İşlemler,2025/12,0
IS,off_balance,Nakit Akış Riskinden Korunma Amaçlı İşlemler,2026/06,0
IS,off_balance,Nakit Akış Riskinden Korunma Amaçlı İşlemler,2025/12,0
IS,off_balance,Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlı İşlemler,2026/06,0
IS,off_balance,Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlı İşlemler,2025/12,0
IS,off_balance,Alım Satım Amaçlı İşlemler,2026/06,1265342
IS,off_balance,Alım Satım Amaçlı İşlemler,2025/12,5996945
IS,off_balance,Vadeli Alım Satım İşlemleri,2026/06,0
IS,off_balance,Vadeli Alım Satım İşlemleri,2025/12,27984
IS,off_balance,Swap Alım Satım İşlemleri,2026/06,1265342
IS,off_balance,Swap Alım Satım İşlemleri,2025/12,5968961
IS,off_balance,Alım Satım Opsiyon İşlemleri,2026/06,0
IS,off_balance,Alım Satım Opsiyon İşlemleri,2025/12,0
IS,off_balance,Futures Alım Satım İşlemleri,2026/06,0
IS,off_balance,Futures Alım Satım İşlemleri,2025/12,0
IS,off_balance,Diğer,2026/06,0
IS,off_balance,Diğer,2025/12,0
IS,off_balance,EMANET KIYMETLER,2026/06,18839689
IS,off_balance,EMANET KIYMETLER,2025/12,10905723
IS,off_balance,NAZIM HESAPLAR TOPLAMI,2026/06,524197532
IS,off_balance,NAZIM HESAPLAR TOPLAMI,2025/12,446366097
IS,pnl,ESAS FAALİYET GELİRLERİ,2026/06,7897164
IS,pnl,ESAS FAALİYET GELİRLERİ,2025/06,4034012
IS,pnl,FAKTORİNG GELİRLERİ,2026/06,7897164
IS,pnl,FAKTORİNG GELİRLERİ,2025/06,4034012
IS,pnl,Faktoring Alacaklarından Alınan Faizler,2026/06,7655853
IS,pnl,Faktoring Alacaklarından Alınan Faizler,2025/06,3887963
IS,pnl,İskontolu,2026/06,3064665
IS,pnl,İskontolu,2025/06,1718203
IS,pnl,Diğer,2026/06,4591188
IS,pnl,Diğer,2025/06,2169760
IS,pnl,Faktoring Alacaklarından Alınan Ücret ve Komisyonlar,2026/06,241311
IS,pnl,Faktoring Alacaklarından Alınan Ücret ve Komisyonlar,2025/06,146049
IS,pnl,İskontolu,2026/06,170638
IS,pnl,İskontolu,2025/06,110471
IS,pnl,Diğer,2026/06,70673
IS,pnl,Diğer,2025/06,35578
IS,pnl,FİNANSMAN KREDİLERİNDEN GELİRLER,2026/06,0
IS,pnl,FİNANSMAN KREDİLERİNDEN GELİRLER,2025/06,0
IS,pnl,Finansman Kredilerinden Alınan Faizler,2026/06,0
IS,pnl,Finansman Kredilerinden Alınan Faizler,2025/06,0
IS,pnl,Finansman Kredilerinden Alınan Ücret ve Komisyonlar,2026/06,0
IS,pnl,Finansman Kredilerinden Alınan Ücret ve Komisyonlar,2025/06,0
IS,pnl,KİRALAMA GELİRLERİ,2026/06,0
IS,pnl,KİRALAMA GELİRLERİ,2025/06,0
IS,pnl,Finansal Kiralama Gelirleri,2026/06,0
IS,pnl,Finansal Kiralama Gelirleri,2025/06,0
IS,pnl,Faaliyet Kiralaması Gelirleri,2026/06,0
IS,pnl,Faaliyet Kiralaması Gelirleri,2025/06,0
IS,pnl,Kiralama İşlemlerinden Alınan Ücret ve Komisyonlar,2026/06,0
IS,pnl,Kiralama İşlemlerinden Alınan Ücret ve Komisyonlar,2025/06,0
IS,pnl,TASARRUF FİNANSMAN GELİRLERİ,2026/06,0
IS,pnl,TASARRUF FİNANSMAN GELİRLERİ,2025/06,0
IS,pnl,Tasarruf Finansman Alacaklarından Alınan Kâr Payları,2026/06,0
IS,pnl,Tasarruf Finansman Alacaklarından Alınan Kâr Payları,2025/06,0
IS,pnl,Tasarruf Finansman Faaliyetlerinden Alınan Ücret ve Komisyonlar,2026/06,0
IS,pnl,Tasarruf Finansman Faaliyetlerinden Alınan Ücret ve Komisyonlar,2025/06,0
IS,pnl,FİNANSMAN GİDERLERİ (-),2026/06,-6531170
IS,pnl,FİNANSMAN GİDERLERİ (-),2025/06,-3249480
IS,pnl,Tasarruf Fon Havuzuna Verilen Kâr Payları,2026/06,-0
IS,pnl,Tasarruf Fon Havuzuna Verilen Kâr Payları,2025/06,-0
IS,pnl,Kullanılan Kredilere Verilen Faizler,2026/06,-5347559
IS,pnl,Kullanılan Kredilere Verilen Faizler,2025/06,-2620235
IS,pnl,Faktoring İşlemlerinden Borçlara Verilen Faizler,2026/06,-0
IS,pnl,Faktoring İşlemlerinden Borçlara Verilen Faizler,2025/06,-0
IS,pnl,Kiralama İşlemlerine İlişkin Faiz Giderleri,2026/06,-5802
IS,pnl,Kiralama İşlemlerine İlişkin Faiz Giderleri,2025/06,-3469
IS,pnl,İhraç Edilen Menkul Kıymetlere Verilen Faizler,2026/06,-1053119
IS,pnl,İhraç Edilen Menkul Kıymetlere Verilen Faizler,2025/06,-558048
IS,pnl,Diğer Faiz Giderleri,2026/06,-0
IS,pnl,Diğer Faiz Giderleri,2025/06,-0
IS,pnl,Verilen Ücret ve Komisyonlar,2026/06,-124690
IS,pnl,Verilen Ücret ve Komisyonlar,2025/06,-67728
IS,pnl,BRÜT KAR (ZARAR),2026/06,1365994
IS,pnl,BRÜT KAR (ZARAR),2025/06,784532
IS,pnl,ESAS FAALİYET GİDERLERİ (-),2026/06,-403898
IS,pnl,ESAS FAALİYET GİDERLERİ (-),2025/06,-209995
IS,pnl,Personel Giderleri,2026/06,-308614
IS,pnl,Personel Giderleri,2025/06,-150700
IS,pnl,Kıdem Tazminatı Karşılığı Gideri,2026/06,-5612
IS,pnl,Kıdem Tazminatı Karşılığı Gideri,2025/06,-3685
IS,pnl,Araştırma ve Geliştirme Giderleri,2026/06,-0
IS,pnl,Araştırma ve Geliştirme Giderleri,2025/06,-0
IS,pnl,Genel İşletme Giderleri,2026/06,-89672
IS,pnl,Genel İşletme Giderleri,2025/06,-55610
IS,pnl,Diğer,2026/06,-0
IS,pnl,Diğer,2025/06,-0
IS,pnl,BRÜT FAALİYET KARI (ZARARI),2026/06,962096
IS,pnl,BRÜT FAALİYET KARI (ZARARI),2025/06,574537
IS,pnl,DİĞER FAALİYET GELİRLERİ,2026/06,1350625
IS,pnl,DİĞER FAALİYET GELİRLERİ,2025/06,467910
IS,pnl,Bankalardan Alınan Faizler,2026/06,23044
IS,pnl,Bankalardan Alınan Faizler,2025/06,6094
IS,pnl,Menkul Değerlerden Alınan Faizler,2026/06,0
IS,pnl,Menkul Değerlerden Alınan Faizler,2025/06,0
IS,pnl,Temettü Gelirleri,2026/06,115560
IS,pnl,Temettü Gelirleri,2025/06,0
IS,pnl,Sermaye Piyasası İşlemleri Karı,2026/06,1499
IS,pnl,Sermaye Piyasası İşlemleri Karı,2025/06,937
IS,pnl,Türev Finansal İşlemler Karı,2026/06,483333
IS,pnl,Türev Finansal İşlemler Karı,2025/06,3656
IS,pnl,Kambiyo İşlemleri Karı,2026/06,647158
IS,pnl,Kambiyo İşlemleri Karı,2025/06,415717
IS,pnl,Diğer,2026/06,80031
IS,pnl,Diğer,2025/06,41506
IS,pnl,KARŞILIK GİDERLERİ,2026/06,-257363
IS,pnl,KARŞILIK GİDERLERİ,2025/06,-98206
IS,pnl,Özel Karşılıklar,2026/06,-0
IS,pnl,Özel Karşılıklar,2025/06,-0
IS,pnl,Beklenen Zarar Karşılıkları,2026/06,-257363
IS,pnl,Beklenen Zarar Karşılıkları,2025/06,-98206
IS,pnl,Genel Karşılıklar,2026/06,-0
IS,pnl,Genel Karşılıklar,2025/06,-0
IS,pnl,Diğer,2026/06,-0
IS,pnl,Diğer,2025/06,-0
IS,pnl,DİĞER FAALİYET GİDERLERİ (-),2026/06,-1005115
IS,pnl,DİĞER FAALİYET GİDERLERİ (-),2025/06,-381007
IS,pnl,Menkul Değerler Değer Düşüş Gideri,2026/06,-0
IS,pnl,Menkul Değerler Değer Düşüş Gideri,2025/06,-0
IS,pnl,Duran Varlıklar Değer Düşüş Giderleri,2026/06,-0
IS,pnl,Duran Varlıklar Değer Düşüş Giderleri,2025/06,-0
IS,pnl,Sermaye Piyasası İşlemleri Zararı,2026/06,-0
IS,pnl,Sermaye Piyasası İşlemleri Zararı,2025/06,-0
IS,pnl,Türev Finansal İşlemlerden Zarar,2026/06,-1307
IS,pnl,Türev Finansal İşlemlerden Zarar,2025/06,-0
IS,pnl,Kambiyo İşlemleri Zararı,2026/06,-991343
IS,pnl,Kambiyo İşlemleri Zararı,2025/06,-368543
IS,pnl,Diğer,2026/06,-12465
IS,pnl,Diğer,2025/06,-12464
IS,pnl,NET FAALİYET KARI (ZARARI),2026/06,1050243
IS,pnl,NET FAALİYET KARI (ZARARI),2025/06,563234
IS,pnl,BİRLEŞME İŞLEMİ SONRASINDA GELİR OLARAK KAYDEDİLEN FAZLALIK TUTARI,2026/06,0
IS,pnl,BİRLEŞME İŞLEMİ SONRASINDA GELİR OLARAK KAYDEDİLEN FAZLALIK TUTARI,2025/06,0
IS,pnl,ÖZKAYNAK YÖNTEMİ UYGULANAN ORTAKLIKLARDAN KAR (ZARAR),2026/06,0
IS,pnl,ÖZKAYNAK YÖNTEMİ UYGULANAN ORTAKLIKLARDAN KAR (ZARAR),2025/06,0
IS,pnl,NET PARASAL POZİSYON KARI (ZARARI),2026/06,0
IS,pnl,NET PARASAL POZİSYON KARI (ZARARI),2025/06,0
IS,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2026/06,1050243
IS,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2025/06,563234
IS,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ KARŞILIĞI (+/-),2026/06,-280740
IS,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ KARŞILIĞI (+/-),2025/06,-169303
IS,pnl,Cari Vergi Karşılığı,2026/06,-333809
IS,pnl,Cari Vergi Karşılığı,2025/06,-197403
IS,pnl,Ertelenmiş Vergi Gider Etkisi,2026/06,-22097
IS,pnl,Ertelenmiş Vergi Gider Etkisi,2025/06,-1443
IS,pnl,Ertelenmiş Vergi Gelir Etkisi,2026/06,75166
IS,pnl,Ertelenmiş Vergi Gelir Etkisi,2025/06,29543
IS,pnl,SÜRDÜRÜLEN FAALİYETLER DÖNEM NET KARI (ZARARI),2026/06,769503
IS,pnl,SÜRDÜRÜLEN FAALİYETLER DÖNEM NET KARI (ZARARI),2025/06,393931
IS,pnl,DURDURULAN FAALİYETLERDEN GELİRLER,2026/06,0
IS,pnl,DURDURULAN FAALİYETLERDEN GELİRLER,2025/06,0
IS,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Gelirleri,2026/06,0
IS,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Gelirleri,2025/06,0
IS,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Karları",2026/06,0
IS,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Karları",2025/06,0
IS,pnl,Diğer Durdurulan Faaliyet Gelirleri,2026/06,0
IS,pnl,Diğer Durdurulan Faaliyet Gelirleri,2025/06,0
IS,pnl,DURDURULAN FAALİYETLERDEN GİDERLER (-),2026/06,-0
IS,pnl,DURDURULAN FAALİYETLERDEN GİDERLER (-),2025/06,-0
IS,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Giderleri,2026/06,-0
IS,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Giderleri,2025/06,-0
IS,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Zararları",2026/06,-0
IS,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Zararları",2025/06,-0
IS,pnl,Diğer Durdurulan Faaliyet Giderleri,2026/06,-0
IS,pnl,Diğer Durdurulan Faaliyet Giderleri,2025/06,-0
IS,pnl,DURDURULAN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2026/06,0
IS,pnl,DURDURULAN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2025/06,0
IS,pnl,DURDURULAN FAALİYETLER VERGİ KARŞILIĞI (+/-),2026/06,-0
IS,pnl,DURDURULAN FAALİYETLER VERGİ KARŞILIĞI (+/-),2025/06,-0
IS,pnl,Cari Vergi Karşılığı,2026/06,-0
IS,pnl,Cari Vergi Karşılığı,2025/06,-0
IS,pnl,Ertelenmiş Vergi Gider Etkisi,2026/06,-0
IS,pnl,Ertelenmiş Vergi Gider Etkisi,2025/06,-0
IS,pnl,Ertelenmiş Vergi Gelir Etkisi,2026/06,0
IS,pnl,Ertelenmiş Vergi Gelir Etkisi,2025/06,0
IS,pnl,DURDURULAN FAALİYETLER DÖNEM NET KARI (ZARARI),2026/06,0
IS,pnl,DURDURULAN FAALİYETLER DÖNEM NET KARI (ZARARI),2025/06,0
IS,pnl,DÖNEM NET KARI VEYA ZARARI,2026/06,769503
IS,pnl,DÖNEM NET KARI VEYA ZARARI,2025/06,393931
IS,pnl,Kontrol Gücü Olmayan Paylar,2026/06,0
IS,pnl,Kontrol Gücü Olmayan Paylar,2025/06,0
IS,pnl,Ana Ortaklık Payları,2026/06,769503
IS,pnl,Ana Ortaklık Payları,2025/06,393931
IS,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
IS,pnl,Sürdürülen Faaliyetlerden Hisse Başına Kazanç (Zarar),2025/06,
IS,pnl,Durdurulan Faaliyetlerden Hisse Başına Kazanç (Zarar),2026/06,
